Name,Condition,Price,Shipping,Country,Solds,SellerInfo
"Over the Top and Back: The Autobiography by Jones, Tom",Pre-Owned,8.21,+$26.82 shipping,from United States,0,"thrift.books (3,712,506) 99%"
Amy Winehouse: The Biography by Chas Newkey-Burden Paperback Book The Fast Free,Pre-Owned,24.02,+$6.00 shipping,from United States,0,"worldofbooksusa (1,132,352) 93.4%"
Jim Croce Photographs and Memoirs : His Greatest Hits Songbook Sheet Music,N/A,25.49,+$31.77 shipping,from United States,0,ginlynnmusic (639) 97.8%
Modern Guitar Method Grade 7,Brand New,17.99,+$26.66 shipping,from United States,0,"capitalmusicgear (13,335) 97.9%"
First Year Charts Collection for Jazz Ensemble: Piano (paperback),Pre-Owned,1.00,+$30.65 shipping,from United States,0,"plumcircle (353,771) 99.9%"
"Father, Son and Holy Spirit - Piano Hymns by Larry Shackley",Brand New,15.99,+$30.61 shipping,from United States,0,pianoguyfromsc (991) 100%
"Guitar Player Repair Guide : How to Set Up, Maintain and Repair Electrics and...",Brand New,29.76,+$27.45 shipping,from United States,0,"greatbookprices1 (314,008) 96.5%"
"Who Was Elvis Presley? by Edgers, Geoff; Who Hq",Pre-Owned,4.99,+$26.72 shipping,from United States,0,"thrift.books (3,712,506) 99%"
Beauty and the Beast: Vocal Selections - Music from the Motion Picture S... Book,Pre-Owned,17.07,+$6.00 shipping,from United States,0,"worldofbooksusa (1,132,352) 93.4%"
New ListingBober Melody Solo Xtreme Bk 1 BOOK NEW,Brand New,10.57,+$3.99 shipping,from United States,0,"rarewaves-usa (422,958) 97.6%"
"The Art of Clarinet Playing by Stein, Keith",Brand New,15.08,+$27.02 shipping,from United States,0,"textbooks_source (34,244) 99.1%"
"Air on the G String : Air from Suite in D, Paperback by Bach, Johann Sebastia...",New (Other),8.72,+$26.39 shipping,from United States,0,"greatbookprices1 (314,008) 96.5%"
"A Dozen a Day by Burnam, Edna Mae",Pre-Owned,4.58,+$26.27 shipping,from United States,0,"thrift.books (3,712,506) 99%"
"Alexander von Humboldts Kosmos, Vol. 1 (Classic Reprint)",Brand New,22.02,+$27.23 shipping,from United States,0,"forgottenbooksusa (3,812) 99.3%"
"First Year Charts Collection for Jazz Ensemble: C Flute by Staff, Alfred Publis",New (Other),5.47,+$30.29 shipping,from United States,0,"magersandquinn (15,086) 99.8%"
Jim Fusilli (ed) Crime Plus Music 1st ed SC Tradepaper Original SIGNED X 2 Fine,N/A,24.00,+$26.84 shipping,from United States,0,"hmsthehood (2,128) 100%"
"New ListingThe Savvy Musician: Building a Career, Earning a Living & Making a Difference b",Pre-Owned,7.27,+$26.79 shipping,from United States,0,"indianabookcompany (20,634) 99.8%"
Julia Valtanen The Music Tree (Paperback) (UK IMPORT),Brand New,13.89,+$3.99 shipping,from United Kingdom,0,"rarewaves (588,493) 97.5%"
All-Time Best Guitar Collection (Songbook) by Various,Pre-Owned,8.02,+$26.81 shipping,from United States,0,"thrift.books (3,712,506) 99%"
"Drum Programming Basics (Ultimate Beginner Tech Start Series) by Levin, Lee, pa",New (Other),5.99,+$30.74 shipping,from United States,0,"magersandquinn (15,086) 99.8%"
"12 Contemporary Jazz Etudes: B-FLAT TENOR SAXOPHONE (Book & CD) by Mintzer, Bob",Pre-Owned,5.99,+$30.30 shipping,from United States,0,"magersandquinn (15,086) 99.8%"
"Pretime Piano Classics - Primer Level by Faber, Nancy; Faber, Randall",Pre-Owned,4.91,+$26.28 shipping,from United States,0,"thrift.books (3,712,506) 99%"
New ListingInstrumentation and Orchestration,Brand New,193.74,+$59.71 shipping,from United States,0,brenhambookcompany (15) 100%
"Clarinet, Saxophone, and Flute Repair Manual: Step by Step Easy Directions fo...",New (Other),33.93,+$27.13 shipping,from United States,0,"greatbookprices1 (314,008) 96.5%"
Sonatinen I (Classical Sheet Music) by  in Used - Very Good,Pre-Owned,13.50,+$26.97 shipping,from United States,0,"waddlebooks (145,110) 99.4%"
"Twelve Studies, Op. 55 (English) Paperback Book",Brand New,14.47,+$8.47 shipping,from United States,0,"grandeagleretail (928,953) 98.3%"
"Guitar Secrets: Symmetrical Scales Revealed (Diminished and Whole Tone Scales, B",Brand New,22.98,+$14.37 shipping,from United States,0,"grandeagleretail (928,953) 98.3%"
"Concertino in C Major, op. 7 for cello Julius Klengel Sheet Music No. 1409",Pre-Owned,12.50,+$26.95 shipping,from United States,0,"pregnantchad (1,019) 99.6%"
Piano Pronto: Prelude  Jennifer Eklund  Good  Book  0 perfect,Pre-Owned,14.83,+$26.57 shipping,from United States,0,"goodwill_colorado_springs (296,637) 99.5%"
Disney - 10 Classic Songs: Easy Instrumental Play-Along - Alto Saxophone by Hal,Brand New,16.07,+$8.47 shipping,from United States,0,"grandeagleretail (928,953) 98.3%"
"Christmas Encores, Book 1 (The FJH - Paperback, by Melody Bober - Very Good",Pre-Owned,11.23,+$26.47 shipping,from United States,0,"booksrun (106,843) 99.4%"
"Essential Elements for Band Bk. 1 : Bb Clarinet (1999, Paperback)",Brand New,12.50,+$26.50 shipping,from United States,0,"456music (11,582) 100%"
Favorite Songs with 3 Chords (Paperback),Brand New,10.30,+$3.99 shipping,from United States,0,"rarewaves-usa (422,958) 97.6%"
"Piano Adventures: A Basic Piano Method: Level 1 by Faber, Nancy",Pre-Owned,4.29,+$26.26 shipping,from United States,0,"thrift.books (3,712,506) 99%"
Progressive Piano Method for Young Beginners-Bk 1: With Poster & Keyboard Sticke,Brand New,23.08,+$18.19 shipping,from Canada,0,"grandeagleretail (928,953) 98.3%"
"Picture Chord Encyclopedia: Photos & Diagrams for Over 2,600 Guitar Chords",Pre-Owned,7.06,+$49.93 shipping,from United States,0,"thrift.books (3,712,506) 99%"
Led Zeppelin IV Platinum Drums: Drum Transcriptions (Alfred's Platinum Album Ed,Pre-Owned,5.99,+$68.66 shipping,from United States,0,"magersandquinn (15,086) 99.8%"
Basic Guitar Adjustments (Paperback),Brand New,8.46,+$3.99 shipping,from United States,0,"rarewaves-usa (422,958) 97.6%"
"Hymns Made Easy for Cello by Clarke, Gene, paperback, Used - Very Good",Pre-Owned,5.99,+$30.30 shipping,from United States,0,"magersandquinn (15,086) 99.8%"
Seizo Azuma Suzuki Piano School 4 + CD (Mixed Media Product),Brand New,24.90,+$3.99 shipping,from United States,0,"rarewaves-usa (422,958) 97.6%"
"James Taylor -- Complete, Vol 2: Piano/Vocal/Chords by Taylor, James (Paperback)",Pre-Owned,40.99,+$34.78 shipping,from United States,0,"rockymtntext (95,707) 96.8%"
Jimmy Wyble's Solo Collection Guitar by Jimmy Wyble (English) Paperback Book,Brand New,21.05,+$15.52 shipping,from United States,0,"grandeagleretail (928,953) 98.3%"
"Drums, Girls, and Dangerous Pie - paperback, 9780545722865, Jordan Sonnenblick",Pre-Owned,3.89,+$26.25 shipping,from United States,0,"oriontechllc (187,334) 99%"
BTS: Icons of K-Pop (Fully Revised and Updated),Brand New,5.99,+$30.74 shipping,from United States,0,"bookoutlet_store (249,087) 99.1%"
Pop Hits: Budget Books (English) Paperback Book,Brand New,17.65,+$26.17 shipping,from United States,0,"grandeagleretail (928,953) 98.3%"
"Elvina Pearce's Favorite Solos, Bk 3: 14 of Her Original Piano Solos (English) P",Brand New,14.74,+$8.47 shipping,from United States,0,"grandeagleretail (928,953) 98.3%"
"New ListingFerris, William Folk Music And Modern Sound (UK IMPORT) Book NEW",Brand New,60.53,+$3.99 shipping,from United Kingdom,0,"rarewaves (588,493) 97.5%"
Roy Orbison The Definitive Roy Orbison Collection (Paperback),Brand New,31.19,+$3.99 shipping,from United States,0,"rarewaves-usa (422,958) 97.6%"
Deluxe Guitar Chord Encyclopedia by William Bay,Pre-Owned,6.03,+$26.75 shipping,from United States,0,"thrift.books (3,712,506) 99%"
"Performing Baroque Music on the Classical Guitar, Peter Croton, softcover, 2015",N/A,26.00,+$27.34 shipping,from United States,0,"josiehound (3,010) 100%"
"Sound Thinking : Developing Musical Literacy, Paperback by Tacka, Philip (COP...",Brand New,26.02,+$27.34 shipping,from United States,0,"greatbookprices1 (314,008) 96.5%"
Embodied Voice Work: Beyond Singing. Rare NEW book in shrink wrap,N/A,50.00,+$28.05 shipping,from United States,0,rddove (302) 100%
"100 Best Album Covers by Thorgerson, Storm",Pre-Owned,6.97,+$49.93 shipping,from United States,0,"thrift.books (3,712,506) 99%"
"The Mastering Engineer's Handbook 4th Edition by Owsinski, Bobby",Brand New,24.79,+$50.45 shipping,from United States,0,"textbooks_source (34,244) 99.1%"
Elf: The Broadway Musical: Piano/Vocal by Alfred Publishing (English) Paperback,Brand New,22.27,+$14.37 shipping,from United States,0,"grandeagleretail (928,953) 98.3%"
"Alfred's Essentials of Music Theory: Complete, Book",Pre-Owned,18.99,+$34.13 shipping,from United States,0,"rockymtntext (95,707) 96.8%"
"The Birth of Loud: Leo Fender, Les Paul, and the Guitar",Brand New,14.64,+$27.01 shipping,from United States,0,warriors-sg (703) 99.2%
"Celebrations Around the World! by Albrecht, Sally K.,Brownsey, Lois,Lantz, Mart",Pre-Owned,5.99,+$30.30 shipping,from United States,0,"magersandquinn (15,086) 99.8%"
Music Learning and Development: A Guide to Educational Psychology for Music Teac,Brand New,54.91,+$16.89 shipping,from United States,0,"grandeagleretail (928,953) 98.3%"
Bruce Springsteen -- Greatest Hits: Authentic Guitar Tab by Bruce Springsteen,Pre-Owned,11.90,+$26.93 shipping,from United States,0,"alibrisbooks (427,262) 98.8%"
"Pigs Might Fly: The Inside Story of  ""Pink Floyd"" by Blake, Mark Paperback Book",Pre-Owned,7.34,+$6.00 shipping,from United States,0,"worldofbooksusa (1,132,352) 93.4%"
"New ListingElectronic and Experimental Music: Technology, Music, and Cultur",Brand New,47.33,+$87.07 shipping,from United States,0,brenhambookcompany (15) 100%
"Ultimate Beginner Blues Bass Basics Mega Pak: Book, CD & DVD by Roscoe Beck (Eng",Brand New,25.97,+$16.89 shipping,from United States,0,"grandeagleretail (928,953) 98.3%"
"Shinichi Suzuki: The Man and His Philosophy by Hermann, Evelyn, paperback, Used",Pre-Owned,5.99,+$30.30 shipping,from United States,0,"magersandquinn (15,086) 99.8%"
"New ListingJUMP, JIVE, WAIL AND SWING By Hal Leonard *Excellent Condition*",Pre-Owned,19.49,+$26.71 shipping,from United States,0,"zuber (248,619) 97.9%"
Understanding Ukulele Chords,Brand New,15.99,+$26.61 shipping,from United States,0,"capitalmusicgear (13,335) 97.9%"
"Latin Jazz Piano Improvisation: Clave, Comping, and Soloing by Cline, Rebecca",Pre-Owned,17.65,+$26.65 shipping,from United States,0,"textbooks_source (34,244) 99.1%"
The PRS Guitar Book: A Complete History of Paul Reed Smith Guitars,Pre-Owned,8.59,+$49.97 shipping,from United States,0,"thrift.books (3,712,506) 99%"
"Harry Potter and the Deathly Hallows, Part 1: Piano Solos by Desplat, Alexandre",Pre-Owned,5.99,+$30.30 shipping,from United States,0,"magersandquinn (15,086) 99.8%"
Music for Little Mozarts: Lesson Book 1,Pre-Owned,6.55,+$26.33 shipping,from United States,0,"thrift.books (3,712,506) 99%"
"Mel Bay's Basic Harp for Beginners by Riley, Laurie, paperback, Used - Like New",New (Other),5.99,+$30.30 shipping,from United States,0,"magersandquinn (15,086) 99.8%"
New ListingGUITAR TAB '98 AND '99 **Mint Condition**,New (Other),35.95,+$27.64 shipping,from United States,0,"zuber (248,619) 97.9%"
"Book of Psalms, Large Print, Religion, Judaism, Biblical Studies, Spirituality,",Pre-Owned,15.28,+$19.95 shipping,from United States,0,"booksfromca (159,239) 99.2%"
Thesaurus of Scales and Melodic Patterns by Nicolas Slonimsky Paperback Book,Brand New,22.69,+$23.48 shipping,from United States,0,"grandeagleretail (928,953) 98.3%"
Vaccai Practical Method Of Italian Singing Mezzo Soprano (Alto) or Baritone,Brand New,7.19,+$30.34 shipping,from United States,0,"chesbro-music-co (28,067) 99.6%"
New ListingThe Best of Pam Tillis by Pam Tillis,Pre-Owned,10.22,+$26.44 shipping,from United States,0,"thrift.books (3,712,506) 99%"
101 More Hymn Stories: The Inspiring True Stories Behind 101 Favorite Hymns,Pre-Owned,4.09,+$26.70 shipping,from United States,0,"thrift.books (3,712,506) 99%"
"Metallica: The Stories Behind the Biggest ... by Ingham, Chris Other book format",Pre-Owned,6.90,+$6.00 shipping,from United States,0,"worldofbooksusa (1,132,352) 93.4%"
"Trouble Boys: The True Story of the Replacements by Mehr, Bob [Paperback]",Brand New,16.09,+$27.05 shipping,from United States,0,"ninety_nine (2,695) 96.1%"
"Beginning Electric Bass, Book & CD (Complete Electric Bass Method) by Overthrow",Pre-Owned,5.99,+$30.74 shipping,from United States,0,"magersandquinn (15,086) 99.8%"
New ListingMusic and Social Inclusion : International Research and Practice in Complex S...,New (Other),68.13,+$24.99 shipping,from United States,0,"greatbookprices1 (314,008) 96.5%"
New ListingChris Tomlin for Piano Solo    Good  Book  0 paperback,Pre-Owned,17.97,+$26.66 shipping,from United States,0,"goodwill_colorado_springs (296,637) 99.5%"
Glen Matlock's s** Pistols Filthy Lucre Photofile,Brand New,50.03,+$6.99 shipping,from United States,0,"awesomebooksusa (419,898) 98%"
"Bob Harris John Douglas Peters Motor City Rock and Roll, Mi (Paperback)",Brand New,25.68,+$3.99 shipping,from United States,0,"rarewaves-usa (422,958) 97.6%"
Images (English) Paperback Book,Brand New,20.32,+$14.37 shipping,from United States,0,"grandeagleretail (928,953) 98.3%"
"Faith No More in the 1990s, Paperback by Karpe, Matt, Like New Used, Free shi...",New (Other),21.97,+$24.99 shipping,from United States,0,"greatbookprices1 (314,008) 96.5%"
"Complete Song Cycles: Die Schöne Müllerin, Die Winterreise, Schwanengesang",Pre-Owned,6.25,+$26.76 shipping,from United States,0,"thrift.books (3,712,506) 99%"
"Strauss: Concerto No. 1 in E Flat Major, Op. 11: For Horn and Piano by Strauss R",Brand New,14.85,+$14.37 shipping,from United States,0,"grandeagleretail (928,953) 98.3%"
"My First Recorder - Learn to Play: Kids by Parker, Ben",Pre-Owned,5.25,+$26.73 shipping,from United States,0,"thrift.books (3,712,506) 99%"
Fingerpower - Level 6: Effective Technic for All Piano Methods by John W. Schaum,Brand New,12.01,+$13.93 shipping,from United States,0,"grandeagleretail (928,953) 98.3%"
Steven Hager Hip Hop (Paperback) (UK IMPORT),Brand New,26.76,+$3.99 shipping,from United Kingdom,0,"rarewaves (588,493) 97.5%"
"The Lords and the New Creatures by Morrison, Jim",Pre-Owned,4.71,+$26.72 shipping,from United States,0,"thrift.books (3,712,506) 99%"
"Rebel Heart by Buell, Bebe",Pre-Owned,19.36,+$27.15 shipping,from United States,0,"thrift.books (3,712,506) 99%"
"The Bean Bag Zoo Collector, Bk 2: 7 All-New Late Elementary ...  (paperback)",Pre-Owned,1.00,+$30.65 shipping,from United States,0,"plumcircle (353,771) 99.9%"
"Piano 101 -- Notespeller, Bk 1: Carefully Sequenced Examples to Reinforce Note",Pre-Owned,5.99,+$30.30 shipping,from United States,0,"magersandquinn (15,086) 99.8%"
"Simon and Garfunkel's Greatest Hits (Piano/Vocal) by Simon, Paul Book The Fast",Pre-Owned,10.12,+$6.00 shipping,from United States,0,"worldofbooksusa (1,132,352) 93.4%"
New ListingThe Presence of God (Sing the Faith),Pre-Owned,33.82,+$19.31 shipping,from United States,0,"czergoods (1,341) 98.2%"
"Art of the Piano: Its Performers, Literature, and Recordings by David Dubal",Pre-Owned,18.29,+$50.26 shipping,from United States,0,"alibrisbooks (427,262) 98.8%"
"'Parklife': BLUR : ( Piano, Vocal ,Guitar) by Blur 0711942765 The Fast Free",Pre-Owned,22.32,+$6.00 shipping,from United States,0,"worldofbooksusa (1,132,352) 93.4%"
Violin Repair Guide: Illustrated Step-b... by Michael Atria Paperback / softback,Pre-Owned,17.27,+$6.00 shipping,from United States,0,"worldofbooksusa (1,132,352) 93.4%"
"Rounds and Canons for Reading, Recreation and Performance: Violin Ensemble, or w",Brand New,14.47,+$11.69 shipping,from United States,0,"grandeagleretail (928,953) 98.3%"
"The Go-Go's Beauty and the Beat Whittington-Hill, Lisa",Brand New,14.95,+$74.88 shipping,from United States,0,"retrostarmusic (9,757) 99.6%"
Selected Piano Pieces - Early Intermediate Level - Schirmer Performance Editions,Brand New,14.24,+$11.69 shipping,from United States,0,"grandeagleretail (928,953) 98.3%"
Mozart 19 Sonatas - Complete: Piano Solo (Schirmer's Library of Musical Class...,Pre-Owned,24.58,+$50.44 shipping,from United States,0,"bookbuyguru (10,940) 89.9%"
Essential Elements for Band - Flute Book 2 with Eei (Book/Online Audio),Pre-Owned,6.39,+$26.32 shipping,from United States,0,"thrift.books (3,712,506) 99%"
New ListingMusic Business Handbook and Career Guide,Brand New,94.75,+$74.30 shipping,from United States,0,brenhambookcompany (15) 100%
"John W. Schaum Piano Course: Pre-A -- The Green Book by Schaum, John W.",Pre-Owned,5.67,+$26.30 shipping,from United States,0,"thrift.books (3,712,506) 99%"
Belwin's 21st Century Guitar Method 2: The Most Complete Guitar Course...,Pre-Owned,5.13,+$26.29 shipping,from United States,0,"thrift.books (3,712,506) 99%"
"Sing At First Sight, Level 1 Foundations In Choral Sight-Singing",Brand New,8.09,+$22.54 shipping,from United States,0,"chesbro-music-co (28,067) 99.6%"
Essential Elements for Strings - Book 1 with Eei: Violin (Paperback or Softback),Brand New,12.68,+$26.51 shipping,from United States,0,"bargainbookstores (1,108,100) 99.4%"
"Beatles: A Diary by Miles, Barry",Pre-Owned,9.20,+$26.85 shipping,from United States,0,"thrift.books (3,712,506) 99%"
The Chord Wheel: The Ultimate Tool for All Musicians by Jim Fleser: Used,Pre-Owned,23.80,+$27.28 shipping,from United States,0,"alibrisbooks (427,262) 98.8%"
"Sound of the City by Gillett, Charlie",Pre-Owned,5.91,+$26.31 shipping,from United States,0,"thrift.books (3,712,506) 99%"
"Can't Stop Won't Stop: A History of the Hip-Hop Generation by Chang, Jeff",Pre-Owned,4.79,+$26.72 shipping,from United States,0,"thrift.books (3,712,506) 99%"
Whisperin' Bill Anderson: An Unprecedented Life in Country Music (Music of the A,Pre-Owned,8.28,+$26.82 shipping,from United States,0,"midtownscholarbookstore (178,410) 99.9%"
